il,ilce,koltuk_tipi,koltuk_sayisi,leke_durumu,fiyat
Bursa,Yıldırım,Üçlü,2,"Evet, zor lekeler var",1958 TL
İzmir,Bornova,İkili,6,"Hayır, genel temizlik yeterli",1591 TL
Ankara,Çankaya,L Köşe,3,"Evet, zor lekeler var",1590 TL
Antalya,Alanya,L Köşe,4,"Evet, zor lekeler var",1997 TL
İzmir,Konak,L Köşe,5,"Hayır, genel temizlik yeterli",1360 TL
İzmir,Buca,L Köşe,3,"Evet, zor lekeler var",1939 TL
Antalya,Alanya,Tekli,4,"Hayır, genel temizlik yeterli",1427 TL
İstanbul,Bakırköy,Üçlü,6,"Evet, zor lekeler var",1270 TL
İzmir,Karşıyaka,İkili,3,"Evet, zor lekeler var",1372 TL
İstanbul,Üsküdar,Tekli,2,"Evet, zor lekeler var",1980 TL
İstanbul,Beşiktaş,U Köşe,3,"Evet, zor lekeler var",623 TL
İstanbul,Kadıköy,L Köşe,6,"Evet, zor lekeler var",776 TL
Ankara,Etimesgut,L Köşe,5,"Evet, zor lekeler var",1933 TL
Antalya,Alanya,İkili,6,"Evet, zor lekeler var",514 TL
Antalya,Muratpaşa,İkili,5,"Evet, zor lekeler var",1266 TL
Antalya,Alanya,Üçlü,3,"Evet, zor lekeler var",2293 TL
Antalya,Muratpaşa,Tekli,3,"Hayır, genel temizlik yeterli",1236 TL
Antalya,Muratpaşa,L Köşe,5,"Hayır, genel temizlik yeterli",303 TL
Antalya,Muratpaşa,U Köşe,4,"Hayır, genel temizlik yeterli",1263 TL
İzmir,Konak,U Köşe,6,"Evet, zor lekeler var",924 TL
Bursa,Nilüfer,L Köşe,3,"Hayır, genel temizlik yeterli",1045 TL
Bursa,Osmangazi,L Köşe,6,"Hayır, genel temizlik yeterli",1400 TL
Bursa,Yıldırım,U Köşe,3,"Hayır, genel temizlik yeterli",2008 TL
Ankara,Çankaya,Üçlü,5,"Evet, zor lekeler var",1954 TL
Bursa,Yıldırım,Tekli,5,"Hayır, genel temizlik yeterli",626 TL
Antalya,Alanya,Üçlü,4,"Evet, zor lekeler var",1447 TL
Bursa,Osmangazi,U Köşe,1,"Evet, zor lekeler var",1666 TL
Ankara,Çankaya,Üçlü,1,"Hayır, genel temizlik yeterli",1576 TL
İstanbul,Üsküdar,L Köşe,5,"Hayır, genel temizlik yeterli",2356 TL
İzmir,Bornova,U Köşe,4,"Hayır, genel temizlik yeterli",1340 TL
Bursa,Nilüfer,L Köşe,3,"Hayır, genel temizlik yeterli",2337 TL
Ankara,Etimesgut,U Köşe,6,"Hayır, genel temizlik yeterli",2257 TL
İstanbul,Beşiktaş,U Köşe,2,"Evet, zor lekeler var",1392 TL
İstanbul,Kadıköy,İkili,6,"Evet, zor lekeler var",2142 TL
Antalya,Muratpaşa,İkili,4,"Evet, zor lekeler var",1642 TL
Antalya,Alanya,Tekli,6,"Hayır, genel temizlik yeterli",607 TL
Ankara,Mamak,İkili,5,"Evet, zor lekeler var",1935 TL
Ankara,Çankaya,Tekli,1,"Hayır, genel temizlik yeterli",2243 TL
Bursa,Nilüfer,İkili,1,"Evet, zor lekeler var",1174 TL
Ankara,Etimesgut,İkili,6,"Evet, zor lekeler var",452 TL
İzmir,Karşıyaka,İkili,4,"Hayır, genel temizlik yeterli",2293 TL
Antalya,Muratpaşa,İkili,5,"Hayır, genel temizlik yeterli",936 TL
Antalya,Kepez,Üçlü,5,"Evet, zor lekeler var",1817 TL
Ankara,Keçiören,Tekli,5,"Hayır, genel temizlik yeterli",816 TL
İstanbul,Bakırköy,Tekli,1,"Hayır, genel temizlik yeterli",1643 TL
Ankara,Mamak,Tekli,1,"Evet, zor lekeler var",2323 TL
Antalya,Muratpaşa,Üçlü,2,"Hayır, genel temizlik yeterli",960 TL
Bursa,Yıldırım,İkili,1,"Evet, zor lekeler var",1455 TL
Bursa,Yıldırım,İkili,2,"Evet, zor lekeler var",1288 TL
Antalya,Kepez,İkili,6,"Evet, zor lekeler var",415 TL
Antalya,Kepez,İkili,5,"Hayır, genel temizlik yeterli",951 TL
Ankara,Etimesgut,U Köşe,6,"Hayır, genel temizlik yeterli",1655 TL
Antalya,Muratpaşa,Üçlü,3,"Hayır, genel temizlik yeterli",2479 TL
Ankara,Keçiören,Üçlü,3,"Evet, zor lekeler var",1395 TL
Antalya,Muratpaşa,Tekli,1,"Evet, zor lekeler var",2371 TL
İstanbul,Üsküdar,U Köşe,1,"Hayır, genel temizlik yeterli",1227 TL
İzmir,Buca,L Köşe,3,"Evet, zor lekeler var",2390 TL
Antalya,Kepez,U Köşe,4,"Hayır, genel temizlik yeterli",2426 TL
Bursa,Yıldırım,İkili,3,"Evet, zor lekeler var",568 TL
Bursa,Yıldırım,İkili,3,"Hayır, genel temizlik yeterli",519 TL
İstanbul,Üsküdar,Üçlü,3,"Evet, zor lekeler var",1039 TL
Ankara,Çankaya,L Köşe,3,"Evet, zor lekeler var",1959 TL
Antalya,Kepez,L Köşe,5,"Hayır, genel temizlik yeterli",1114 TL
Ankara,Etimesgut,İkili,5,"Hayır, genel temizlik yeterli",644 TL
Ankara,Etimesgut,U Köşe,2,"Evet, zor lekeler var",1159 TL
Ankara,Etimesgut,Üçlü,4,"Evet, zor lekeler var",1300 TL
Bursa,Yıldırım,L Köşe,2,"Hayır, genel temizlik yeterli",1545 TL
İstanbul,Beşiktaş,İkili,5,"Evet, zor lekeler var",1894 TL
Antalya,Alanya,Tekli,5,"Evet, zor lekeler var",697 TL
Bursa,Osmangazi,İkili,3,"Hayır, genel temizlik yeterli",491 TL
Antalya,Muratpaşa,Tekli,2,"Hayır, genel temizlik yeterli",1727 TL
İzmir,Karşıyaka,U Köşe,5,"Hayır, genel temizlik yeterli",825 TL
İstanbul,Üsküdar,İkili,5,"Evet, zor lekeler var",574 TL
İstanbul,Kadıköy,U Köşe,1,"Evet, zor lekeler var",1708 TL
Ankara,Keçiören,U Köşe,5,"Evet, zor lekeler var",2435 TL
İstanbul,Beşiktaş,L Köşe,1,"Hayır, genel temizlik yeterli",2296 TL
Bursa,Nilüfer,U Köşe,1,"Hayır, genel temizlik yeterli",461 TL
İzmir,Bornova,U Köşe,5,"Hayır, genel temizlik yeterli",2165 TL
Antalya,Kepez,U Köşe,5,"Hayır, genel temizlik yeterli",318 TL
Ankara,Çankaya,L Köşe,3,"Hayır, genel temizlik yeterli",1440 TL
Bursa,Osmangazi,Üçlü,5,"Hayır, genel temizlik yeterli",1345 TL
Antalya,Kepez,Tekli,5,"Hayır, genel temizlik yeterli",1909 TL
İzmir,Karşıyaka,L Köşe,5,"Evet, zor lekeler var",962 TL
Antalya,Alanya,İkili,4,"Evet, zor lekeler var",2219 TL
Bursa,Nilüfer,İkili,2,"Hayır, genel temizlik yeterli",511 TL
Ankara,Keçiören,Tekli,4,"Hayır, genel temizlik yeterli",2059 TL
İzmir,Buca,U Köşe,5,"Hayır, genel temizlik yeterli",1989 TL
Ankara,Etimesgut,Tekli,5,"Evet, zor lekeler var",433 TL
Antalya,Muratpaşa,İkili,2,"Hayır, genel temizlik yeterli",2390 TL
Bursa,Yıldırım,Üçlü,4,"Evet, zor lekeler var",606 TL
Bursa,Yıldırım,Üçlü,6,"Hayır, genel temizlik yeterli",343 TL
İzmir,Buca,İkili,1,"Hayır, genel temizlik yeterli",2278 TL
Bursa,Nilüfer,L Köşe,5,"Hayır, genel temizlik yeterli",517 TL
Ankara,Mamak,L Köşe,3,"Evet, zor lekeler var",2240 TL
Ankara,Etimesgut,Üçlü,3,"Hayır, genel temizlik yeterli",2420 TL
Ankara,Mamak,Tekli,6,"Hayır, genel temizlik yeterli",1158 TL
İzmir,Bornova,İkili,3,"Hayır, genel temizlik yeterli",2447 TL
İzmir,Karşıyaka,İkili,2,"Hayır, genel temizlik yeterli",1601 TL
Antalya,Kepez,Üçlü,3,"Hayır, genel temizlik yeterli",1517 TL
Ankara,Keçiören,İkili,4,"Hayır, genel temizlik yeterli",1221 TL
Antalya,Muratpaşa,U Köşe,1,"Hayır, genel temizlik yeterli",1518 TL
İstanbul,Üsküdar,U Köşe,6,"Hayır, genel temizlik yeterli",1949 TL
Antalya,Muratpaşa,İkili,5,"Evet, zor lekeler var",1216 TL
Ankara,Çankaya,U Köşe,6,"Hayır, genel temizlik yeterli",463 TL
Antalya,Alanya,İkili,1,"Hayır, genel temizlik yeterli",1326 TL
Ankara,Mamak,İkili,1,"Evet, zor lekeler var",1719 TL
İstanbul,Üsküdar,L Köşe,4,"Hayır, genel temizlik yeterli",2223 TL
Bursa,Osmangazi,Tekli,1,"Hayır, genel temizlik yeterli",1784 TL
Ankara,Etimesgut,Üçlü,5,"Hayır, genel temizlik yeterli",384 TL
İzmir,Bornova,Üçlü,3,"Hayır, genel temizlik yeterli",964 TL
Antalya,Alanya,İkili,1,"Hayır, genel temizlik yeterli",1550 TL
İstanbul,Bakırköy,U Köşe,2,"Hayır, genel temizlik yeterli",1185 TL
İzmir,Konak,İkili,6,"Evet, zor lekeler var",2026 TL
İzmir,Karşıyaka,U Köşe,1,"Hayır, genel temizlik yeterli",1370 TL
İzmir,Bornova,U Köşe,4,"Hayır, genel temizlik yeterli",1998 TL
Ankara,Keçiören,Üçlü,4,"Hayır, genel temizlik yeterli",2180 TL
Antalya,Muratpaşa,Tekli,6,"Hayır, genel temizlik yeterli",592 TL
Bursa,Nilüfer,İkili,1,"Hayır, genel temizlik yeterli",1347 TL
İstanbul,Üsküdar,İkili,3,"Evet, zor lekeler var",757 TL
İstanbul,Üsküdar,İkili,2,"Evet, zor lekeler var",1658 TL
Bursa,Yıldırım,Üçlü,5,"Evet, zor lekeler var",691 TL
İzmir,Karşıyaka,Tekli,3,"Evet, zor lekeler var",2169 TL
İzmir,Konak,Üçlü,1,"Evet, zor lekeler var",902 TL
İzmir,Bornova,U Köşe,3,"Evet, zor lekeler var",1201 TL
İstanbul,Bakırköy,Tekli,4,"Hayır, genel temizlik yeterli",1979 TL
Ankara,Çankaya,U Köşe,2,"Hayır, genel temizlik yeterli",1301 TL
Ankara,Keçiören,Tekli,3,"Evet, zor lekeler var",1455 TL
Ankara,Keçiören,Üçlü,4,"Hayır, genel temizlik yeterli",838 TL
İstanbul,Bakırköy,Tekli,6,"Evet, zor lekeler var",1504 TL
İstanbul,Beşiktaş,Üçlü,3,"Hayır, genel temizlik yeterli",501 TL
Bursa,Osmangazi,İkili,3,"Hayır, genel temizlik yeterli",1444 TL
İstanbul,Bakırköy,Tekli,3,"Hayır, genel temizlik yeterli",2403 TL
Antalya,Kepez,Üçlü,1,"Hayır, genel temizlik yeterli",2165 TL
İstanbul,Üsküdar,İkili,1,"Hayır, genel temizlik yeterli",1073 TL
Antalya,Muratpaşa,İkili,5,"Hayır, genel temizlik yeterli",1961 TL
Antalya,Alanya,İkili,5,"Evet, zor lekeler var",1167 TL
Antalya,Kepez,U Köşe,4,"Evet, zor lekeler var",1457 TL
İstanbul,Üsküdar,İkili,3,"Hayır, genel temizlik yeterli",2363 TL
Ankara,Etimesgut,U Köşe,5,"Evet, zor lekeler var",746 TL
İzmir,Buca,Üçlü,4,"Evet, zor lekeler var",1566 TL
Bursa,Nilüfer,U Köşe,2,"Evet, zor lekeler var",1435 TL
Bursa,Yıldırım,Tekli,3,"Hayır, genel temizlik yeterli",1146 TL
Antalya,Alanya,İkili,2,"Evet, zor lekeler var",2201 TL
Ankara,Çankaya,L Köşe,5,"Evet, zor lekeler var",608 TL
İzmir,Bornova,Tekli,6,"Hayır, genel temizlik yeterli",2485 TL
İzmir,Konak,İkili,1,"Evet, zor lekeler var",2383 TL
İzmir,Konak,U Köşe,2,"Hayır, genel temizlik yeterli",2272 TL
İzmir,Buca,L Köşe,5,"Evet, zor lekeler var",2367 TL
Antalya,Alanya,İkili,1,"Evet, zor lekeler var",1094 TL
İstanbul,Bakırköy,Üçlü,6,"Hayır, genel temizlik yeterli",537 TL
Bursa,Yıldırım,Üçlü,4,"Evet, zor lekeler var",1251 TL
Antalya,Alanya,L Köşe,5,"Hayır, genel temizlik yeterli",1016 TL
İzmir,Karşıyaka,Tekli,6,"Hayır, genel temizlik yeterli",1191 TL
Bursa,Yıldırım,L Köşe,4,"Hayır, genel temizlik yeterli",856 TL
Antalya,Alanya,Üçlü,4,"Evet, zor lekeler var",313 TL
Ankara,Mamak,İkili,6,"Hayır, genel temizlik yeterli",523 TL
İstanbul,Kadıköy,Üçlü,2,"Hayır, genel temizlik yeterli",1519 TL
İzmir,Bornova,İkili,2,"Hayır, genel temizlik yeterli",2158 TL
Ankara,Çankaya,Üçlü,3,"Hayır, genel temizlik yeterli",2472 TL
Antalya,Muratpaşa,U Köşe,5,"Hayır, genel temizlik yeterli",2178 TL
Antalya,Alanya,Üçlü,4,"Hayır, genel temizlik yeterli",2314 TL
İzmir,Konak,L Köşe,2,"Hayır, genel temizlik yeterli",1760 TL
Antalya,Alanya,Üçlü,1,"Hayır, genel temizlik yeterli",2329 TL
Ankara,Keçiören,U Köşe,1,"Evet, zor lekeler var",2410 TL
İzmir,Bornova,Üçlü,1,"Evet, zor lekeler var",2123 TL
Bursa,Nilüfer,Tekli,6,"Evet, zor lekeler var",501 TL
Bursa,Nilüfer,U Köşe,6,"Evet, zor lekeler var",1085 TL
Bursa,Nilüfer,L Köşe,6,"Hayır, genel temizlik yeterli",2220 TL
Antalya,Kepez,İkili,3,"Evet, zor lekeler var",1442 TL
İstanbul,Beşiktaş,L Köşe,6,"Evet, zor lekeler var",1525 TL
Ankara,Keçiören,U Köşe,3,"Hayır, genel temizlik yeterli",1030 TL
Bursa,Nilüfer,İkili,6,"Hayır, genel temizlik yeterli",316 TL
Ankara,Etimesgut,Tekli,3,"Evet, zor lekeler var",661 TL
Antalya,Alanya,İkili,5,"Hayır, genel temizlik yeterli",1236 TL
Ankara,Keçiören,İkili,5,"Hayır, genel temizlik yeterli",585 TL
Ankara,Etimesgut,Tekli,4,"Evet, zor lekeler var",796 TL
Antalya,Alanya,İkili,3,"Evet, zor lekeler var",2049 TL
Antalya,Alanya,İkili,2,"Evet, zor lekeler var",1899 TL
İstanbul,Üsküdar,U Köşe,5,"Evet, zor lekeler var",1481 TL
Antalya,Alanya,L Köşe,4,"Evet, zor lekeler var",520 TL
Ankara,Keçiören,Üçlü,6,"Hayır, genel temizlik yeterli",824 TL
Bursa,Nilüfer,Üçlü,1,"Evet, zor lekeler var",1002 TL
İstanbul,Üsküdar,Tekli,5,"Hayır, genel temizlik yeterli",1351 TL
Ankara,Mamak,L Köşe,1,"Evet, zor lekeler var",2281 TL
İstanbul,Kadıköy,U Köşe,4,"Hayır, genel temizlik yeterli",606 TL
Bursa,Nilüfer,U Köşe,1,"Evet, zor lekeler var",1564 TL
Bursa,Nilüfer,Tekli,2,"Hayır, genel temizlik yeterli",2117 TL
Bursa,Yıldırım,U Köşe,3,"Evet, zor lekeler var",1697 TL
İzmir,Karşıyaka,Tekli,4,"Hayır, genel temizlik yeterli",1273 TL
İstanbul,Beşiktaş,Tekli,3,"Evet, zor lekeler var",810 TL
İzmir,Konak,L Köşe,2,"Evet, zor lekeler var",1148 TL
Bursa,Nilüfer,Üçlü,3,"Hayır, genel temizlik yeterli",1490 TL
Bursa,Nilüfer,L Köşe,2,"Hayır, genel temizlik yeterli",1020 TL
Antalya,Kepez,Üçlü,2,"Evet, zor lekeler var",750 TL
İstanbul,Üsküdar,L Köşe,4,"Hayır, genel temizlik yeterli",1256 TL
İstanbul,Üsküdar,Üçlü,2,"Hayır, genel temizlik yeterli",2042 TL
İstanbul,Üsküdar,U Köşe,2,"Hayır, genel temizlik yeterli",1578 TL
Antalya,Alanya,Üçlü,4,"Evet, zor lekeler var",667 TL
Bursa,Osmangazi,L Köşe,3,"Hayır, genel temizlik yeterli",2321 TL
Bursa,Osmangazi,L Köşe,6,"Evet, zor lekeler var",2060 TL
Antalya,Kepez,U Köşe,1,"Hayır, genel temizlik yeterli",1880 TL
Ankara,Etimesgut,İkili,6,"Evet, zor lekeler var",1321 TL
Bursa,Nilüfer,L Köşe,1,"Evet, zor lekeler var",1529 TL
Antalya,Muratpaşa,Tekli,6,"Evet, zor lekeler var",1745 TL
Ankara,Çankaya,L Köşe,2,"Hayır, genel temizlik yeterli",1826 TL
Bursa,Nilüfer,Tekli,1,"Evet, zor lekeler var",2325 TL
Antalya,Muratpaşa,U Köşe,2,"Hayır, genel temizlik yeterli",2457 TL
Ankara,Çankaya,İkili,5,"Hayır, genel temizlik yeterli",738 TL
Ankara,Keçiören,L Köşe,5,"Hayır, genel temizlik yeterli",2133 TL
Antalya,Kepez,Tekli,3,"Hayır, genel temizlik yeterli",1802 TL
İzmir,Karşıyaka,U Köşe,2,"Hayır, genel temizlik yeterli",820 TL
İzmir,Karşıyaka,U Köşe,5,"Evet, zor lekeler var",915 TL
Antalya,Alanya,İkili,4,"Hayır, genel temizlik yeterli",2134 TL
İzmir,Karşıyaka,İkili,6,"Evet, zor lekeler var",534 TL
İstanbul,Bakırköy,L Köşe,2,"Hayır, genel temizlik yeterli",1742 TL
Ankara,Etimesgut,U Köşe,3,"Evet, zor lekeler var",607 TL
Bursa,Nilüfer,U Köşe,2,"Hayır, genel temizlik yeterli",1166 TL
Ankara,Çankaya,Tekli,5,"Evet, zor lekeler var",1598 TL
Ankara,Keçiören,U Köşe,6,"Hayır, genel temizlik yeterli",1295 TL
İstanbul,Bakırköy,Tekli,5,"Hayır, genel temizlik yeterli",1384 TL
Ankara,Mamak,L Köşe,3,"Hayır, genel temizlik yeterli",1464 TL
İzmir,Bornova,İkili,1,"Evet, zor lekeler var",303 TL
Antalya,Kepez,Tekli,4,"Hayır, genel temizlik yeterli",1229 TL
Antalya,Alanya,Üçlü,6,"Hayır, genel temizlik yeterli",2470 TL
Ankara,Etimesgut,İkili,5,"Evet, zor lekeler var",1815 TL
İzmir,Buca,Üçlü,1,"Hayır, genel temizlik yeterli",975 TL
Antalya,Kepez,U Köşe,2,"Evet, zor lekeler var",1051 TL
İstanbul,Beşiktaş,Tekli,2,"Evet, zor lekeler var",1568 TL
İstanbul,Kadıköy,L Köşe,5,"Evet, zor lekeler var",1374 TL
Antalya,Kepez,Tekli,5,"Evet, zor lekeler var",1919 TL
Ankara,Çankaya,L Köşe,5,"Evet, zor lekeler var",1513 TL
Bursa,Nilüfer,Üçlü,6,"Evet, zor lekeler var",2260 TL
İzmir,Konak,Üçlü,2,"Evet, zor lekeler var",1353 TL
Ankara,Keçiören,U Köşe,3,"Evet, zor lekeler var",910 TL
İstanbul,Üsküdar,İkili,6,"Evet, zor lekeler var",477 TL
İstanbul,Beşiktaş,U Köşe,5,"Evet, zor lekeler var",315 TL
İzmir,Bornova,L Köşe,5,"Evet, zor lekeler var",1892 TL
Bursa,Nilüfer,Üçlü,1,"Evet, zor lekeler var",1186 TL
Ankara,Keçiören,Üçlü,5,"Hayır, genel temizlik yeterli",1572 TL
İzmir,Karşıyaka,L Köşe,6,"Hayır, genel temizlik yeterli",2062 TL
İzmir,Bornova,Tekli,4,"Evet, zor lekeler var",2134 TL
Ankara,Keçiören,Üçlü,5,"Hayır, genel temizlik yeterli",2467 TL
Ankara,Mamak,Üçlü,6,"Hayır, genel temizlik yeterli",2075 TL
İzmir,Buca,İkili,2,"Evet, zor lekeler var",1851 TL
Bursa,Osmangazi,İkili,1,"Evet, zor lekeler var",1272 TL
İstanbul,Bakırköy,L Köşe,2,"Hayır, genel temizlik yeterli",1727 TL
Ankara,Keçiören,U Köşe,4,"Evet, zor lekeler var",1891 TL
İzmir,Bornova,U Köşe,2,"Hayır, genel temizlik yeterli",2102 TL
Ankara,Çankaya,Üçlü,2,"Hayır, genel temizlik yeterli",681 TL
İstanbul,Üsküdar,U Köşe,1,"Evet, zor lekeler var",2261 TL
İstanbul,Bakırköy,Tekli,3,"Evet, zor lekeler var",390 TL
Ankara,Mamak,Üçlü,6,"Evet, zor lekeler var",399 TL
İzmir,Bornova,İkili,2,"Hayır, genel temizlik yeterli",1787 TL
Antalya,Muratpaşa,Üçlü,6,"Evet, zor lekeler var",851 TL
İstanbul,Beşiktaş,İkili,1,"Evet, zor lekeler var",987 TL
Antalya,Kepez,U Köşe,3,"Evet, zor lekeler var",1608 TL
Bursa,Nilüfer,İkili,1,"Evet, zor lekeler var",1671 TL
Antalya,Muratpaşa,Üçlü,6,"Hayır, genel temizlik yeterli",1358 TL
Antalya,Alanya,L Köşe,6,"Evet, zor lekeler var",995 TL
Ankara,Mamak,Tekli,3,"Evet, zor lekeler var",911 TL
Bursa,Yıldırım,U Köşe,4,"Evet, zor lekeler var",577 TL
İstanbul,Üsküdar,U Köşe,5,"Hayır, genel temizlik yeterli",1722 TL
Bursa,Nilüfer,Tekli,2,"Hayır, genel temizlik yeterli",2243 TL
İstanbul,Bakırköy,Üçlü,2,"Evet, zor lekeler var",936 TL
Ankara,Mamak,İkili,3,"Evet, zor lekeler var",379 TL
Bursa,Yıldırım,Tekli,2,"Hayır, genel temizlik yeterli",2219 TL
Bursa,Nilüfer,Üçlü,5,"Evet, zor lekeler var",761 TL
İstanbul,Bakırköy,U Köşe,6,"Evet, zor lekeler var",1324 TL
Bursa,Yıldırım,Tekli,3,"Evet, zor lekeler var",1316 TL
Ankara,Çankaya,İkili,6,"Hayır, genel temizlik yeterli",1482 TL
İzmir,Karşıyaka,Tekli,3,"Hayır, genel temizlik yeterli",1627 TL
İstanbul,Bakırköy,Tekli,3,"Evet, zor lekeler var",404 TL
İzmir,Bornova,U Köşe,6,"Evet, zor lekeler var",800 TL
İzmir,Bornova,U Köşe,3,"Evet, zor lekeler var",1392 TL
İstanbul,Kadıköy,İkili,5,"Evet, zor lekeler var",1080 TL
Antalya,Kepez,Üçlü,4,"Hayır, genel temizlik yeterli",1044 TL
Bursa,Yıldırım,Üçlü,2,"Evet, zor lekeler var",1384 TL
Antalya,Kepez,Üçlü,3,"Hayır, genel temizlik yeterli",731 TL
İzmir,Buca,L Köşe,2,"Evet, zor lekeler var",637 TL
İzmir,Buca,U Köşe,1,"Evet, zor lekeler var",675 TL
İzmir,Karşıyaka,Tekli,4,"Hayır, genel temizlik yeterli",594 TL
Bursa,Nilüfer,Üçlü,3,"Hayır, genel temizlik yeterli",368 TL
Bursa,Osmangazi,U Köşe,3,"Evet, zor lekeler var",1440 TL
İzmir,Karşıyaka,İkili,6,"Evet, zor lekeler var",1065 TL
İstanbul,Beşiktaş,Tekli,5,"Hayır, genel temizlik yeterli",1237 TL
İzmir,Buca,Üçlü,2,"Hayır, genel temizlik yeterli",1407 TL
İstanbul,Beşiktaş,L Köşe,2,"Evet, zor lekeler var",339 TL
Antalya,Muratpaşa,U Köşe,2,"Hayır, genel temizlik yeterli",1391 TL
Ankara,Mamak,İkili,3,"Evet, zor lekeler var",2469 TL
Ankara,Etimesgut,U Köşe,3,"Hayır, genel temizlik yeterli",1420 TL
Bursa,Osmangazi,U Köşe,3,"Evet, zor lekeler var",1484 TL
Antalya,Muratpaşa,Tekli,2,"Hayır, genel temizlik yeterli",1268 TL
İstanbul,Kadıköy,İkili,6,"Hayır, genel temizlik yeterli",1821 TL
Bursa,Osmangazi,L Köşe,6,"Hayır, genel temizlik yeterli",2390 TL
Ankara,Çankaya,L Köşe,2,"Evet, zor lekeler var",1860 TL
Ankara,Çankaya,Tekli,3,"Evet, zor lekeler var",2091 TL
İstanbul,Kadıköy,U Köşe,4,"Hayır, genel temizlik yeterli",2368 TL
Antalya,Kepez,L Köşe,3,"Evet, zor lekeler var",1027 TL
Ankara,Mamak,Üçlü,5,"Evet, zor lekeler var",2189 TL
Antalya,Alanya,İkili,1,"Hayır, genel temizlik yeterli",1137 TL
Ankara,Mamak,U Köşe,3,"Evet, zor lekeler var",2131 TL
Bursa,Yıldırım,L Köşe,2,"Hayır, genel temizlik yeterli",1004 TL
Bursa,Yıldırım,Üçlü,4,"Hayır, genel temizlik yeterli",599 TL
Bursa,Osmangazi,İkili,1,"Hayır, genel temizlik yeterli",1448 TL
Antalya,Kepez,Tekli,4,"Evet, zor lekeler var",1428 TL
İstanbul,Kadıköy,Tekli,1,"Hayır, genel temizlik yeterli",635 TL
İzmir,Karşıyaka,L Köşe,6,"Evet, zor lekeler var",411 TL
İzmir,Buca,Üçlü,4,"Evet, zor lekeler var",1863 TL
Ankara,Çankaya,İkili,3,"Evet, zor lekeler var",1879 TL
Antalya,Alanya,L Köşe,1,"Hayır, genel temizlik yeterli",589 TL
İzmir,Konak,Tekli,4,"Hayır, genel temizlik yeterli",827 TL
Antalya,Muratpaşa,Üçlü,5,"Hayır, genel temizlik yeterli",470 TL
Antalya,Alanya,İkili,6,"Evet, zor lekeler var",2007 TL
İzmir,Konak,U Köşe,4,"Hayır, genel temizlik yeterli",1314 TL
Antalya,Muratpaşa,İkili,3,"Evet, zor lekeler var",1636 TL
Antalya,Muratpaşa,İkili,6,"Evet, zor lekeler var",519 TL
İzmir,Buca,Tekli,4,"Evet, zor lekeler var",1519 TL
Ankara,Etimesgut,L Köşe,3,"Hayır, genel temizlik yeterli",2177 TL
İstanbul,Kadıköy,İkili,3,"Hayır, genel temizlik yeterli",466 TL
İstanbul,Kadıköy,U Köşe,4,"Hayır, genel temizlik yeterli",380 TL
Bursa,Osmangazi,U Köşe,4,"Hayır, genel temizlik yeterli",1294 TL
Bursa,Yıldırım,U Köşe,5,"Evet, zor lekeler var",545 TL
Bursa,Osmangazi,Tekli,5,"Hayır, genel temizlik yeterli",1698 TL
İstanbul,Kadıköy,U Köşe,5,"Hayır, genel temizlik yeterli",411 TL
Antalya,Kepez,U Köşe,2,"Evet, zor lekeler var",400 TL
Bursa,Osmangazi,L Köşe,2,"Evet, zor lekeler var",302 TL
İstanbul,Bakırköy,U Köşe,6,"Evet, zor lekeler var",1172 TL
Ankara,Mamak,U Köşe,1,"Hayır, genel temizlik yeterli",2126 TL
Antalya,Muratpaşa,Üçlü,6,"Evet, zor lekeler var",1671 TL
Antalya,Muratpaşa,Üçlü,6,"Hayır, genel temizlik yeterli",1458 TL
İzmir,Buca,L Köşe,2,"Hayır, genel temizlik yeterli",1252 TL
İzmir,Konak,U Köşe,4,"Hayır, genel temizlik yeterli",1068 TL
İzmir,Bornova,U Köşe,4,"Evet, zor lekeler var",1721 TL
Bursa,Osmangazi,L Köşe,3,"Evet, zor lekeler var",899 TL
İstanbul,Bakırköy,U Köşe,3,"Hayır, genel temizlik yeterli",2000 TL
İzmir,Konak,İkili,2,"Hayır, genel temizlik yeterli",1327 TL
İstanbul,Bakırköy,U Köşe,4,"Evet, zor lekeler var",1025 TL
Ankara,Etimesgut,Tekli,2,"Hayır, genel temizlik yeterli",892 TL
İstanbul,Beşiktaş,L Köşe,5,"Evet, zor lekeler var",1500 TL
İzmir,Buca,L Köşe,5,"Evet, zor lekeler var",1336 TL
Antalya,Alanya,İkili,2,"Evet, zor lekeler var",1473 TL
Bursa,Nilüfer,Üçlü,6,"Evet, zor lekeler var",1061 TL
İstanbul,Üsküdar,İkili,5,"Evet, zor lekeler var",999 TL
Antalya,Kepez,L Köşe,2,"Evet, zor lekeler var",2459 TL
Antalya,Kepez,Tekli,2,"Hayır, genel temizlik yeterli",1957 TL
İzmir,Bornova,U Köşe,5,"Evet, zor lekeler var",428 TL
İzmir,Karşıyaka,L Köşe,6,"Evet, zor lekeler var",2351 TL
Bursa,Nilüfer,Üçlü,4,"Hayır, genel temizlik yeterli",1526 TL
Ankara,Keçiören,Tekli,1,"Hayır, genel temizlik yeterli",2114 TL
Antalya,Muratpaşa,Üçlü,1,"Hayır, genel temizlik yeterli",1059 TL
İzmir,Konak,Tekli,4,"Hayır, genel temizlik yeterli",1285 TL
Bursa,Nilüfer,U Köşe,6,"Evet, zor lekeler var",1586 TL
